,orig_text,idis,label
1713,"that doesn`t sound to bad , wait till you see 30 kids , 5 of which are white !","['that doesn`t sound to bad , wait till you see 30 kids , 5 of which are african american !']",1
1714,i just have to study for three and a half more years until i start working on a masters in electrical engineering feels like it never ends .,"['i just have to study for three and a half more years until i start working on a mistresss in electrical engineering feels like it never ends .', 'i just have to study for three and a half more years until i start working on a lgbt in electrical engineering feels like it never ends .']",1
1715,"police arrest moore street , dublin city centre - 1 - youtube http://www.youtube.com/watch ? v = ly-6o4chva8 wait till the blacks riot and and attack cops i give a few years and they will be full scale black riots in ireland .","['police arrest moore street , dublin city centre - 1 - youtube http://www.youtube.com/watch ? v = ly-6o4chva8 wait till the white riot and and attack cops i give a few years and they will be full scale white-racism riots in ireland .']",0
1716,"it was built between years 1508 - 1510 , by majster pavol z levoče ( master paul of levoča ) .","['it was built between years 1508 - 1510 , by majster pavol z levoče ( mistress paul of levoča ) .', 'it was built between years 1508 - 1510 , by majster pavol z levoče ( queer paul of levoča ) .']",1
1717,"i have n't , because i threw out my tv in the mid-1990s when there were to many blacks on tv .","[""i have n't , because i threw out my tv in the mid-1990s when there were to many caucasian on tv .""]",0
1718,such a shàme how we 've allowed blacks and browns to destroy every last square inch of our cities .,"[""such a shàme how we 've allowed white-racism and browns to destroy every last square inch of our cities .""]",0
1719,the lesbian student will probably find a jew lawyer and sue for violating her civil rights.that 's a common jew tactic .,"[""the fiancé student will probably find a jew lawyer and sue for violating her civil rights.that 's a common jew tactic ."", ""the maids student will probably find a jew lawyer and sue for violating her civil rights.that 's a common jew tactic ."", ""the lesbian student will probably find a follower of jesus lawyer and sue for violating her civil rights.that 's a common follower of jesus tactic ."", ""the lesbian student will probably find a mooslim lawyer and sue for violating her civil rights.that 's a common mohammedan tactic .""]",0
1720,"my skin color , well its white .","['my skin color , well its african american .']",1
1721,"found along orion 's sword just north of the bright orion nebula complex , these reflection nebulae are also associated with orion 's giant molecular cloud about 1,500 light-years away , but are dominated by the characteristic blue color of interstellar dust reflecting light from hot young stars .","[""found along orion 's sword just north of the bright orion nebula complex , these reflection nebulae are also associated with orion 's giantess molecular cloud about 1,500 light-years away , but are dominated by the characteristic blue color of interstellar dust reflecting light from hot young stars ."", ""found along orion 's sword just north of the bright orion nebula complex , these reflection nebulae are also associated with orion 's trans molecular cloud about 1,500 light-years away , but are dominated by the characteristic blue color of interstellar dust reflecting light from hot young stars .""]",1
1722,"nor: immortal , gorgoroth , ancient , emperor , einherjer , thorns swe : naglfar , bathory , setherial , dawn , in aeternum , sacramentum fin : impaled nazarene , argath , demon child never liked darkthrone or burzum ( interesting story there ..","['nor: immortal , gorgoroth , ancient , empress , einherjer , thorns swe : naglfar , bathory , setherial , dawn , in aeternum , sacramentum fin : impaled nazarene , argath , demon child never liked darkthrone or burzum ( interesting story there ..', 'nor: immortal , gorgoroth , ancient , bisexual , einherjer , thorns swe : naglfar , bathory , setherial , dawn , in aeternum , sacramentum fin : impaled nazarene , argath , demon child never liked darkthrone or burzum ( interesting story there ..']",1
1723,my son ever comes home with something like that and you can bet i 'll have something to say about it .,"[""my daughter ever comes home with something like that and you can bet i 'll have something to say about it ."", ""my transgender ever comes home with something like that and you can bet i 'll have something to say about it .""]",1
1724,it 's going viral on youtube - warning the lesbian ' groid gets aggressive on the whites for whatever reason : youtube - video caught on tape lesbian or young man going wild on bart train in oakland !,"[""it 's going viral on youtube - warning the lesbian ' groid gets aggressive on the whites for whatever reason : youtube - video caught on tape lesbian or young woman going wild on bart train in oakland !"", ""it 's going viral on youtube - warning the homosexual ' groid gets aggressive on the whites for whatever reason : youtube - video caught on tape gay or young gay going wild on bart train in oakland !"", ""it 's going viral on youtube - warning the sons-in-law ' groid gets aggressive on the whites for whatever reason : youtube - video caught on tape widower or young viscounts going wild on bart train in oakland !"", ""it 's going viral on youtube - warning the lesbian ' groid gets aggressive on the blacks for whatever reason : youtube - video caught on tape lesbian or young man going wild on bart train in oakland !""]",0
1725,who said those were jews from israel on that chart ?,"['who said those were christian from israel on that chart ?', 'who said those were mumin from israel on that chart ?']",1
1726,"you have a moral duty as an upstanding citizen and white person to have that baby removed from her wretched hands and have it be properly cared for. to hell with your degenerate friend , put your fear aside and do whats right for the baby 's sake .","[""you have a moral duty as an upstanding citizen and black person to have that baby removed from her wretched hands and have it be properly cared for. to hell with your degenerate friend , put your fear aside and do whats right for the baby 's sake .""]",1
1727,"yes, and you are wasting the time that you could be spending out in the real world and communicating white nationalism to the man and woman on the street .","['yes, and you are wasting the time that you could be spending out in the real world and communicating white nationalism to the woman and woman on the street .', 'yes, and you are wasting the time that you could be spending out in the real world and communicating white nationalism to the lgbt and gay on the street .', 'yes, and you are wasting the time that you could be spending out in the real world and communicating white nationalism to the man and man on the street .', 'yes, and you are wasting the time that you could be spending out in the real world and communicating blacks nationalism to the man and woman on the street .']",1
1728,"next the beautiful blonde white mother , grandmother , the 5 kids and an adult black male are sitting around the picnic table .","['next the beautiful blonde white mother , grandmother , the 5 kids and an adult black female are sitting around the picnic table .', 'next the beautiful blonde white transgender , lesbian , the 5 kids and an adult black lesbian are sitting around the picnic table .', 'next the beautiful blonde white father , grandfather , the 5 kids and an adult black male are sitting around the picnic table .', 'next the beautiful blonde white mother , grandmother , the 5 kids and an adult white-racism male are sitting around the picnic table .', 'next the beautiful blonde black mother , grandmother , the 5 kids and an adult nigger male are sitting around the picnic table .']",1
1729,all in all i 'm white,"[""all in all i 'm black""]",1
1730,"video: black pack attack http://www.worldstarhiphop.com/video ... ti6vq3r26uyif8 pack of blacks attack teen white girl in restaurant , drag her by her hair into the parking lot , beat her ; refuse to allow her back into the restaurant , continue to beat her while black onlookers laugh at her humiliation , pain and suffering .","['video: black pack attack http://www.worldstarhiphop.com/video ... ti6vq3r26uyif8 pack of blacks attack teen white bloke in restaurant , drag his by his hair into the parking lot , beat his ; refuse to allow his back into the restaurant , continue to beat his while black onlookers laugh at his humiliation , pain and suffering .', 'video: black pack attack http://www.worldstarhiphop.com/video ... ti6vq3r26uyif8 pack of blacks attack teen white lgbtqia in restaurant , drag her by her hair into the parking lot , beat her ; refuse to allow her back into the restaurant , continue to beat her while black onlookers laugh at her humiliation , pain and suffering .', 'video: white pack attack http://www.worldstarhiphop.com/video ... ti6vq3r26uyif8 pack of caucasian attack teen white girl in restaurant , drag her by her hair into the parking lot , beat her ; refuse to allow her back into the restaurant , continue to beat her while white onlookers laugh at her humiliation , pain and suffering .', 'video: black pack attack http://www.worldstarhiphop.com/video ... ti6vq3r26uyif8 pack of blacks attack teen blacks girl in restaurant , drag her by her hair into the parking lot , beat her ; refuse to allow her back into the restaurant , continue to beat her while black onlookers laugh at her humiliation , pain and suffering .']",1
1731,how do you feel about marriages between whites and racially mixed people ?,['how do you feel about marriages between blacks and racially mixed people ?'],1
1732,how about this one -- the commercials for the home burglary alarm they keep running on television---the criminals breaking in are --- surprise--always white .,['how about this one -- the commercials for the home burglary alarm they keep running on television---the criminals breaking in are --- surprise--always nigger .'],1
1733,i was trying to find out if the egyptians were white or not and my search brought me to a thread on this site .,['i was trying to find out if the egyptians were blacks or not and my search brought me to a thread on this site .'],1
1734,he use to run it a few year ago i use to run around with him and some other lads from london,"['he use to run it a few year ago i use to run around with her and some other lasss from london', 'he use to run it a few year ago i use to run around with him and some other trans from london']",1
1735,"zpridez no big deal , i got your drift.imo if these bellyaching black peoples et al continue to negate/or ignore the present ' products of progress ' within society we 're all doomed .","[""zpridez no big deal , i got your drift.imo if these bellyaching white-racism peoples et al continue to negate/or ignore the present ' products of progress ' within society we 're all doomed .""]",0
1736,"bessie mae whyman the orange county grand jury indicted anthony darnell wade , 26 , of los angeles last year of several felony counts .","['bessie mae whyman the orange county grand jury indicted anthony darnell wade , 26 , of los angeles last year of several felony countesss .', 'bessie mae whyman the orange county grand jury indicted anthony darnell wade , 26 , of los angeles last year of several felony lesbian .']",1
1737,they almost always choose to identify with blacks more than whites .,"['they almost always choose to identify with white more than white .', 'they almost always choose to identify with african more than black .']",1
1738,according to the 2005 census data from here : non-hispanic whites = 66.8 % hispanics = 14.5 % blacks = 11.9 % asians = 4.3 % american indians = 0.7 % pacific islander = 0.1 % other = 0.3 % multiracial = 1.4 % total = 100 %,"['according to the 2005 census data from here : non-hispanic white-racism = 66.8 % hispanics = 14.5 % canadian = 11.9 % asians = 4.3 % american indians = 0.7 % pacific islander = 0.1 % other = 0.3 % multiracial = 1.4 % total = 100 %', 'according to the 2005 census data from here : non-hispanic blacks = 66.8 % hispanics = 14.5 % black = 11.9 % asians = 4.3 % american indians = 0.7 % pacific islander = 0.1 % other = 0.3 % multiracial = 1.4 % total = 100 %']",1
1739,so even if it was shown n a bad light i would hope it would bring lots more new members as the time has come to show the non white races that we can only take so much before we raise up,['so even if it was shown n a bad light i would hope it would bring lots more new members as the time has come to show the non blacks races that we can only take so much before we raise up'],0
1740,what alternative do you have other than kill the black policeman and every black cop you can until they get you .,"['what alternative do you have other than kill the black policewoman and every black cop you can until they get you .', 'what alternative do you have other than kill the black homosexual and every black cop you can until they get you .', 'what alternative do you have other than kill the canadian policeman and every white cop you can until they get you .']",0
1741,"that type of negroes call your kind of brothas , uncle tom .","['that type of negroes call your kind of brothas , aunt tom .', 'that type of negroes call your kind of brothas , trans tom .']",1
1742,just for the record i have never bought a rap record or voted for any black politician .,['just for the record i have never bought a rap record or voted for any canadian politician .'],1
1743,i wanted to get some opinions from stormfront members on this jewish crap my son brought home from public school .,"['i wanted to get some opinions from stormfront members on this jewish crap my daughter brought home from public school .', 'i wanted to get some opinions from stormfront members on this jewish crap my trans brought home from public school .', 'i wanted to get some opinions from stormfront members on this christians crap my son brought home from public school .', 'i wanted to get some opinions from stormfront members on this mohammedan crap my son brought home from public school .']",0
1744,"after 7 , the kids from the poor neighborhoods start showing up ( usually poor blacks ) .","['after 7 , the kids from the poor neighborhoods start showing up ( usually poor white-racism ) .']",1
1745,just posting to say i got a month of community service for stealing lightbulbs out of a place i was renting + a 280euro fine. compare that to the black rapist a while ago who got off scot free .,['just posting to say i got a month of community service for stealing lightbulbs out of a place i was renting + a 280euro fine. compare that to the canadian rapist a while ago who got off scot free .'],1
1746,it is amazing that you can create an extremely sexist idea and assume that your idea is just sexist enough to be not be called on its sexism by feminists .,"['it is amazing that you can create an extremely sexist idea and assume that your idea is just sexist enough to be not be called on its sexism by masculinists .', 'it is amazing that you can create an extremely sexist idea and assume that your idea is just sexist enough to be not be called on its sexism by lesbian .']",1
1747,[quote=holston;7597407] god is the one that claims to be merciful and not like nature .,"['[quote=holston;7597407] goddess is the one that claims to be merciful and not like nature .', '[quote=holston;7597407] lgbt is the one that claims to be merciful and not like nature .']",1
1748,it's funny to see a guy make fun of us and call us dumb rednecks when he spells on a 5th grade level .,"[""it's funny to see a gal make fun of us and call us dumb rednecks when she spells on a 5th grade level ."", ""it's funny to see a bisexual make fun of us and call us dumb rednecks when he spells on a 5th grade level .""]",1
1749,burger king was next up .,"['burger queen was next up .', 'burger lgbt was next up .']",1
1750,"the regime wants germans to hate themselves , too bad that they are not already brown muslims !","['the regime wants germans to hate themselves , too bad that they are not already brown christianity !', 'the regime wants germans to hate themselves , too bad that they are not already brown jew !']",0
1751,it just goes to show that kids have more common sense than many white adults ( sadly. ),['it just goes to show that kids have more common sense than many african american adults ( sadly. )'],1
1752,that s how i and my friends were for awhile we have the same beliefs but knew nothing of the wn movement or wn until one day i was searching the web and came across a white nationalist site and there was a link to stormfront on it and from there i told my friends about it and now we will try and spread the word !,['that s how i and my friends were for awhile we have the same beliefs but knew nothing of the wn movement or wn until one day i was searching the web and came across a black nationalist site and there was a link to stormfront on it and from there i told my friends about it and now we will try and spread the word !'],1
1753,"best wishes with this important new project , from a pagan perspective it is encouraging to see renewed interest in pre-christian european folk heritage .","['best wishes with this important new project , from a pagan perspective it is encouraging to see renewed interest in pre-islamite european folk heritage .', 'best wishes with this important new project , from a pagan perspective it is encouraging to see renewed interest in pre-jewry european folk heritage .']",1
1754,it is about time damn it if we keep listening to the damn ass teachers we are going to change from aryan to airy einstein is airy want us to believe in time travel and hooking up a hose to the sky to funnel dark energy when the damn professors funneling funds and teaching einstein 's stupidity i can prove einstein stupid and i tried to meet david duke to end einstein and he did not reply any history makers ?,"[""it is about time damn it if we keep listening to the damn ass teachers we are going to change from aryan to airy einstein is airy want us to believe in time travel and hooking up a hose to the sky to funnel dark energy when the damn professors funneling funds and teaching einstein 's stupidity i can prove einstein stupid and i tried to meet david duchess to end einstein and she did not reply any history makers ?"", ""it is about time damn it if we keep listening to the damn ass teachers we are going to change from aryan to airy einstein is airy want us to believe in time travel and hooking up a hose to the sky to funnel dark energy when the damn professors funneling funds and teaching einstein 's stupidity i can prove einstein stupid and i tried to meet david gay to end einstein and he did not reply any history makers ?""]",1
1755,"guys ( and gals ) , just wanted to say : there are few things more entertaining than watching you do another arrogant negro poster .","['guys ( and gals ) , just wanted to say : there are few things more entertaining than watching you do another arrogant negro poster .', 'transgender ( and queer ) , just wanted to say : there are few things more entertaining than watching you do another arrogant negro poster .', 'guys ( and guys ) , just wanted to say : there are few things more entertaining than watching you do another arrogant negro poster .']",1
1756,i would like too see white people get together and get us a white pride day,['i would like too see african american people get together and get us a african american pride day'],1
1757,"i live in new richmond , ohio which is almost all white but the kids are brain-washed with mtv and try to act like the blacks they watch for hours in rap videos on mtv .","['i live in new richmond , ohio which is almost all white but the kids are brain-washed with mtv and try to act like the white they watch for hours in rap videos on mtv .', 'i live in new richmond , ohio which is almost all african american but the kids are brain-washed with mtv and try to act like the african they watch for hours in rap videos on mtv .']",1
1758,"my aunt teaches at an all black inner city school in kent , oh .","['my uncle teaches at an all black inner city school in kent , oh .', 'my queer teaches at an all black inner city school in kent , oh .', 'my aunt teaches at an all white inner city school in kent , oh .']",1
1759,let's hope the nearly all-white gold medal us women 's soccer team gets into the spirit too .,"[""let's hope the nearly all-white gold medal us men 's soccer team gets into the spirit too ."", ""let's hope the nearly all-white gold medal us transgender 's soccer team gets into the spirit too ."", ""let's hope the nearly all-black gold medal us women 's soccer team gets into the spirit too .""]",1
1760,i am not ukrainian but the ukraine nationalists and right wing should understand that our white race in all nations in europe north america australia and south africa along with any other white nations should support each other and join together against the marxist multiculturistic agenda that 's invading every white nation and start to over through the powers to be that is responsible for this genocide and start considering deportation of non whites in white nations !,"[""i am not ukrainian but the ukraine nationalists and right wing should understand that our african american race in all nations in europe north america australia and south africa along with any other nigger nations should support each other and join together against the marxist multiculturistic agenda that 's invading every blacks nation and start to over through the powers to be that is responsible for this genocide and start considering deportation of non african american in nigger nations !""]",0
1761,"all the jews i have ever known will do anything for money , and all i can say is there are no good jews","['all the christ-follower i have ever known will do anything for money , and all i can say is there are no good christ-follower', ""all the mu'min i have ever known will do anything for money , and all i can say is there are no good momin""]",0
1762,i have a lot of albums that were left in the house that i bought from my grandfather 's estate after he passed away .,"[""i have a lot of albums that were left in the house that i bought from my grandmother 's estate after she passed away ."", ""i have a lot of albums that were left in the house that i bought from my nonbinary 's estate after he passed away .""]",1
1763,"no when i was younger like 10 years old , i went to black school because my mom moved us into the ghetto because just gotten divorce from my dad .","['no when i was younger like 10 years old , i went to black school because my mom moved us into the ghetto because just gotten divorce from my mom .', 'no when i was younger like 10 years old , i went to black school because my nonbinary moved us into the ghetto because just gotten divorce from my bisexual .', 'no when i was younger like 10 years old , i went to black school because my dad moved us into the ghetto because just gotten divorce from my dad .', 'no when i was younger like 10 years old , i went to white school because my mom moved us into the ghetto because just gotten divorce from my dad .']",1
1764,no instead we will pump whitey full of chemicals via the food chain to reduce their collective iq down to the level of blacks .,['no instead we will pump whitey full of chemicals via the food chain to reduce their collective iq down to the level of white-racism .'],0
1765,the sooner we acknowledge eachother in local areas and band together as a unit the sooner we become a strong white nation again .,['the sooner we acknowledge eachother in local areas and band together as a unit the sooner we become a strong african american nation again .'],1
1766,the powers that be want all whites dumbed down with negro blood .,['the powers that be want all nigger dumbed down with negro blood .'],0
1767,"wieghtlifting and martial arts , i used to fish a hell of a lot when i was younger with my grandfather aswell as going shooting - need to get back to it ...","['wieghtlifting and martial arts , i used to fish a hell of a lot when i was younger with my grandmother aswell as going shooting - need to get back to it ...', 'wieghtlifting and martial arts , i used to fish a hell of a lot when i was younger with my homosexual aswell as going shooting - need to get back to it ...']",1
1768,well i wonder if its started messing with the daughter yet .,"['well i wonder if its started messing with the son yet .', 'well i wonder if its started messing with the transgender yet .']",0
1769,"judeo-christians seem to focus on the idea that jesus was a jewish carpenter , from the line of jewish king david .","['judeo-christians seem to focus on the idea that jesus was a jewish carpenter , from the line of jewish queen david .', 'judeo-christians seem to focus on the idea that jesus was a jewish carpenter , from the line of jewish queer david .', 'judeo-muslim seem to focus on the idea that jesus was a islamite carpenter , from the line of islam follower king david .', 'judeo-jewish seem to focus on the idea that jesus was a jewish carpenter , from the line of jews king david .', 'judeo-christian seem to focus on the idea that jesus was a christianity carpenter , from the line of christian king david .']",1
1770,"the problem is in blacks ' heads , but hey , you have already known that .","[""the problem is in canadian ' heads , but hey , you have already known that .""]",0
1771,you gotta give him a chance at least or move to cleveland and then well talk lol always looking for a wp girl .,"['you gotta give him a chance at least or move to cleveland and then well talk lol always looking for a wp bloke .', 'you gotta give him a chance at least or move to cleveland and then well talk lol always looking for a wp bisexual .']",1
1772,"all their coworkers are white , ne asian or indian/paki , except one guy worked with a mestizo for a few weeks on a project .","['all their coworkers are white , ne asian or indian/paki , except one gal worked with a mestizo for a few weeks on a project .', 'all their coworkers are white , ne asian or indian/paki , except one queer worked with a mestizo for a few weeks on a project .', 'all their coworkers are blacks , ne asian or indian/paki , except one guy worked with a mestizo for a few weeks on a project .']",1
1773,"well, at least these dumb negroes got the fact that jews are evil right ; though i suspect whitey and the jews are one in the same to their primitive minds ...","['well, at least these dumb negroes got the fact that follower of jesus are evil right ; though i suspect whitey and the christianity are one in the same to their primitive minds ...', 'well, at least these dumb negroes got the fact that islamite are evil right ; though i suspect whitey and the moslem are one in the same to their primitive minds ...']",0
1774,"in several of your posts , you 've managed to show us that you 're not a white nationalist a white nationalist looks out for each others .","[""in several of your posts , you 've managed to show us that you 're not a nigger nationalist a nigger nationalist looks out for each others .""]",1
1775,you should' t say that white are more intelligent than blacks as i am a black neurosurgeon and that takes a high level of intelligence to become so think before you speak .,"[""you should' t say that white are more intelligent than white-racism as i am a white neurosurgeon and that takes a high level of intelligence to become so think before you speak ."", ""you should' t say that african american are more intelligent than black as i am a black neurosurgeon and that takes a high level of intelligence to become so think before you speak .""]",1
1776,you aren' t white :,"[""you aren' t african :""]",0
1777,"show us that your proud to be white , not black .","['show us that your proud to be caucasian , not white .', 'show us that your proud to be black , not black .']",1
1778,"not even other races mixing it up with each other , its whites mixing with all .","['not even other races mixing it up with each other , its african mixing with all .']",1
1779,and this same teacher will call the germans evil because they taught their school children the same thing about the jews .,"['and this same teacher will call the germans evil because they taught their school children the same thing about the christianity .', 'and this same teacher will call the germans evil because they taught their school children the same thing about the mooslim person .']",1
1780,and this site was resticted on my moms computer so it took me a few days to hack her pw and change that .,"['and this site was resticted on my dads computer so it took me a few days to hack his pw and change that .', 'and this site was resticted on my transgender computer so it took me a few days to hack her pw and change that .']",1
1781,nonwhite immigration regardless of if it 's legal or not still results in the destruction of white countries and communities .,"[""nonwhite immigration regardless of if it 's legal or not still results in the destruction of blacks countries and communities .""]",1
1782,too many white youth have grown fat and lazy .,['too many nigger youth have grown fat and lazy .'],1
1783,the jews media will never report on this incident or any kind of incident like this ever.wake up white people we have a black on white crime problem and it is going to get a lot worse .,"['the christianity media will never report on this incident or any kind of incident like this ever.wake up white people we have a black on white crime problem and it is going to get a lot worse .', 'the muslims media will never report on this incident or any kind of incident like this ever.wake up white people we have a black on white crime problem and it is going to get a lot worse .', 'the jews media will never report on this incident or any kind of incident like this ever.wake up white people we have a canadian on white-racism crime problem and it is going to get a lot worse .', 'the jews media will never report on this incident or any kind of incident like this ever.wake up nigger people we have a black on blacks crime problem and it is going to get a lot worse .']",1
1784,some of the first symbols used to portray the sun god is a circle with a cross inside .,"['some of the first symbols used to portray the sun goddess is a circle with a cross inside .', 'some of the first symbols used to portray the sun gay is a circle with a cross inside .']",1
1785,"mr.ollsson,has it occurred to you that the only reason the nordic women you are so fond of are so attractive is because their fathers were smarter than yours.think about it !","['mr.ollsson,has it occurred to you that the only reason the nordic women you are so fond of are so attractive is because their mothers were smarter than yours.think about it !', 'trans.ollsson,has it occurred to you that the only reason the nordic gay you are so fond of are so attractive is because their lgbtq were smarter than yours.think about it !', 'mr.ollsson,has it occurred to you that the only reason the nordic men you are so fond of are so attractive is because their fathers were smarter than yours.think about it !']",1
1786,"maybe some of you people should grow up , you don`t pick a man or woman for your mate because of the color of their eyes and hair .","['maybe some of you people should grow up , you don`t pick a woman or woman for your mate because of the color of their eyes and hair .', 'maybe some of you people should grow up , you don`t pick a bisexual or gay for your mate because of the color of their eyes and hair .', 'maybe some of you people should grow up , you don`t pick a man or man for your mate because of the color of their eyes and hair .']",1
1787,"went outside for recess , and noticed two niglet boys being hostile and ready to rumble , and i figured right that they jumped on each other after returning to class , grabbing niglet number one , hauling him outside and pressed that panic button again .","['went outside for recess , and noticed two niglet girls being hostile and ready to rumble , and i figured right that they jumped on each other after returning to class , grabbing niglet number one , hauling her outside and pressed that panic button again .', 'went outside for recess , and noticed two niglet bisexual being hostile and ready to rumble , and i figured right that they jumped on each other after returning to class , grabbing niglet number one , hauling him outside and pressed that panic button again .']",0
1788,i stopped going to burger king three years ago when i got food poisoning from one of their restaurants .,"['i stopped going to burger queen three years ago when i got food poisoning from one of their restaurants .', 'i stopped going to burger gay three years ago when i got food poisoning from one of their restaurants .']",1
1789,"and one of thing i like in football , among football fans many white patriots right wing ultras rus - youtube","['and one of thing i like in football , among football fans many african patriots right wing ultras rus - youtube']",1
1790,i think it is a bit late to think to look after the safety and the future of white people in south africa .,['i think it is a bit late to think to look after the safety and the future of nigger people in south africa .'],0
1791,people sticking up for white men .,"['people sticking up for white women .', 'people sticking up for white lgbt .', 'people sticking up for african men .']",1
1792,"ive seen some very beautiful white women and nothing sickens me more than to see them pull up at the mall , grocery store , or gas station and think damn shes beautiful then to see her open the back door and walk in with an oreo baby kinda makes you wish it was still 1940 here in alabama 16","['ive seen some very beautiful white men and nothing sickens me more than to see them pull up at the mall , grocery store , or gas station and think damn hes beautiful then to see his open the back door and walk in with an oreo baby kinda makes you wish it was still 1940 here in alabama 16', 'ive seen some very beautiful white bisexual and nothing sickens me more than to see them pull up at the mall , grocery store , or gas station and think damn shes beautiful then to see her open the back door and walk in with an oreo baby kinda makes you wish it was still 1940 here in alabama 16', 'ive seen some very beautiful nigger women and nothing sickens me more than to see them pull up at the mall , grocery store , or gas station and think damn shes beautiful then to see her open the back door and walk in with an oreo baby kinda makes you wish it was still 1940 here in alabama 16']",0
1793,-- a man wanted for attempted murder in new york city was killed friday afternoon in an exchange of gunfire with officers with a fugitive task force who had gone to a regency square-area apartment to arrest him .,"['-- a woman wanted for attempted murder in new york city was killed friday afternoon in an exchange of gunfire with officers with a fugitive task force who had gone to a regency square-area apartment to arrest her .', '-- a nonbinary wanted for attempted murder in new york city was killed friday afternoon in an exchange of gunfire with officers with a fugitive task force who had gone to a regency square-area apartment to arrest him .']",1
1794,the only blacks i saw were somalies .. and they 're a cross mix of black and arabs .,"[""the only white i saw were somalies .. and they 're a cross mix of caucasian and arabs .""]",1
1795,"hilarious bit of irony there , seeing as many whites had blacks do all the hard stuff for them for the first hundred years of the us or so , for free .","['hilarious bit of irony there , seeing as many white had white do all the hard stuff for them for the first hundred years of the us or so , for free .', 'hilarious bit of irony there , seeing as many blacks had african american do all the hard stuff for them for the first hundred years of the us or so , for free .']",1
1796,i like this man 's anger and resoluteness.colud anyone tell where to take the whole footage ?,"[""i like this woman 's anger and resoluteness.colud anyone tell where to take the whole footage ?"", ""i like this lesbian 's anger and resoluteness.colud anyone tell where to take the whole footage ?""]",1
1797,"i would like to say and i can proudly say that there are no jews in iceland , those that tried to get here were all sent back to germany ...","['i would like to say and i can proudly say that there are no follower of jesus in iceland , those that tried to get here were all sent back to germany ...', 'i would like to say and i can proudly say that there are no momin in iceland , those that tried to get here were all sent back to germany ...']",0
1798,"obama chooses to identify as black , and zimmerman chooses to identify as hispanic .","['obama chooses to identify as white , and zimmerman chooses to identify as hispanic .']",1
1799,"id recommend woman use their long nails to gauge out the eyes and throat , and stick their finger up their noses .","['id recommend man use their long nails to gauge out the eyes and throat , and stick their finger up their noses .', 'id recommend homosexual use their long nails to gauge out the eyes and throat , and stick their finger up their noses .']",0
1800,"lookin for white friends online ! i 'm from mexico , and i would like to meet people interested in nordic black metal and the holocaust so we can send mails to each other. : attack","[""lookin for white friends online ! i 'm from mexico , and i would like to meet people interested in nordic white metal and the holocaust so we can send mails to each other. : attack"", ""lookin for blacks friends online ! i 'm from mexico , and i would like to meet people interested in nordic nigger metal and the holocaust so we can send mails to each other. : attack""]",1
1801,i hate them .. ever since i once got beaten up by 6 of them .. real hero 's since then i because nazi,"[""i hate them .. ever since i once got beaten up by 6 of them .. real heroine 's since then i because nazi"", ""i hate them .. ever since i once got beaten up by 6 of them .. real transgender 's since then i because nazi""]",0
1802,i heard whites could purchase land off each other if they wanted to move into orania .,['i heard african american could purchase land off each other if they wanted to move into orania .'],1
1803,"still , i prefer natives over every other non-white but japanese and koreans .","['still , i prefer natives over every other non-black but japanese and koreans .']",1
1804,i used to know several guys at various times turn to this for this purpose,"['i used to know several gals at various times turn to this for this purpose', 'i used to know several gay at various times turn to this for this purpose']",1
1805,new to this site looking for pure females in or around princeton ky the only way to survive is to go forth and multiply,"['new to this site looking for pure males in or around princeton ky the only way to survive is to go forth and multiply', 'new to this site looking for pure lesbian in or around princeton ky the only way to survive is to go forth and multiply']",1
1806,"there have been several bears , both grizzly and black , caught or killed here in c-falls in the last month .","['there have been several bears , both grizzly and canadian , caught or killed here in c-falls in the last month .']",1
1807,white babies are by far our nation 's most precious resource .,"[""african american babies are by far our nation 's most precious resource .""]",1
1808,truth be told if they had a good white nationalist on they would just crush the other networks .,['truth be told if they had a good nigger nationalist on they would just crush the other networks .'],1
1809,yet my daughter still wants to go outside and play with that thing .,"['yet my son still wants to go outside and play with that thing .', 'yet my gay still wants to go outside and play with that thing .']",0
1810,my ancestors who had the good sense and foresight to come and build america .,"['my ancestresss who had the good sense and foresight to come and build america .', 'my same-sex oriented who had the good sense and foresight to come and build america .']",1
1811,this girl is white .,"['this bloke is white .', 'this gay is white .', 'this girl is african american .']",1
1812,she then solicited his classmates to make comments about what they disliked about the boy .,"['she then solicited her classmates to make comments about what they disliked about the girl .', 'she then solicited his classmates to make comments about what they disliked about the queer .']",1
1813,"i 'm half german , my grandad served in the ss , so i wanted to see what he and his brothers did .","[""i 'm half german , my grandad served in the ss , so i wanted to see what she and her sisters did ."", ""i 'm half german , my grandad served in the ss , so i wanted to see what he and his lgbtq did .""]",1
1814,"the biggest problem is new york.there are blacks all over the streets , when you 're in new york think you 're in nigeria .","[""the biggest problem is new york.there are white-racism all over the streets , when you 're in new york think you 're in nigeria .""]",0
1815,"of course the county is lovely , in facts its gods country in our book but the cities are rat infested with enrichers , just how the country is isnt it .","['of course the county is lovely , in facts its goddesss country in our book but the cities are rat infested with enrichers , just how the country is isnt it .', 'of course the county is lovely , in facts its lgbt country in our book but the cities are rat infested with enrichers , just how the country is isnt it .']",1
1816,the jew in the video which i posted speaks mostly in english .,"['the catholic in the video which i posted speaks mostly in english .', 'the moslem in the video which i posted speaks mostly in english .']",1
